,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
129854,151.101.1.140-10.42.0.151-443-60367-6,151.101.1.140,443,10.42.0.151,60367,6,16-06-2017 03:08,15044,1,4,0,0,0,0,0,0,0,0,0,0,0,332.3584153,3761,6023.65,12687,13,0,0,0,0,0,2357,785.667,1144.9,2101,13,0,0,0,0,32,140,66.4717,265.887,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,32,0,0,0,0,0,0,1,0,4,0,61,1776,0,32,0,0,0,0,0,0,0,0,ADWARE_FEIWO
1817677,10.42.0.151-103.235.46.211-47383-443-6,10.42.0.151,47383,103.235.46.211,443,6,29-08-2017 09:25,1738290,2,0,0,0,0,0,0,0,0,0,0,0,0,1.150555344,1738290,0,1738290,1738291,1738290,1738290,0,1738290,1738290,0,0,0,0,0,0,0,0,0,40,0,1.15056,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1996,-1,0,20,0,0,0,0,0,0,0,0,RANSOMWARE_RANSOMBO
1824312,172.217.10.35-10.42.0.151-80-39775-6,10.42.0.151,39775,172.217.10.35,80,6,29-08-2017 11:46,49323800,3,1,0,0,0,0,0,0,0,0,0,0,0,0.081096677,16441300,28439700,49280600,5838,49323800,24661900,34816100,49280600,43237,0,0,0,0,0,0,0,0,0,104,40,0.0608225,0.0202742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,3,0,1,0,65535,42408,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_RANSOMBO
1111816,10.42.0.1-10.42.0.42-53-30868-17,10.42.0.42,30868,10.42.0.1,53,17,08-07-2017 05:19,291391,1,1,32,104,32,32,32,0,104,104,104,0,466.727,6.863629968,291391,0,291391,291391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.43181,3.43181,32,104,56,41.56921938,1728,0,0,0,0,0,0,0,0,1,84,32,104,20,0,0,0,0,0,0,1,32,1,104,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
2486077,173.194.68.102-10.42.0.42-443-49201-6,173.194.68.102,443,10.42.0.42,49201,6,14-08-2017 01:41,94403,1,1,0,0,0,0,0,0,0,0,0,0,0,21.1857674,94403,0,94403,94403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.5929,10.5929,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,190,1727,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_MAZARBOT
180244,157.55.235.173-10.42.0.211-40001-60774-17,10.42.0.211,60774,157.55.235.173,40001,17,15-06-2017 02:12,97686,1,1,414,17,414,414,414,0,17,17,17,0,4412.1,20.47376287,97686,0,97686,97686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,10.2369,10.2369,17,414,281.667,229.2080569,52536.3,0,0,0,0,0,0,0,0,1,422.5,414,17,32,0,0,0,0,0,0,1,414,1,17,-1,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
1954669,10.42.0.151-119.146.74.33-58836-443-6,10.42.0.151,58836,119.146.74.33,443,6,21-08-2017 03:53,1499470,2,0,0,0,0,0,0,0,0,0,0,0,0,1.333802832,1499470,0,1499470,1499472,1499470,1499470,0,1499470,1499470,0,0,0,0,0,0,0,0,0,40,0,1.3338,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
1146896,10.42.0.211-123.125.29.220-33162-80-6,10.42.0.211,33162,123.125.29.220,80,6,08-07-2017 12:37,266001,1,1,0,0,0,0,0,0,0,0,0,0,0,7.518768726,266001,0,266001,266001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.75938,3.75938,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1386,137,0,20,0,0,0,0,0,0,0,0,BENIGN
1899896,10.42.0.1-10.42.0.42-53-27609-17,10.42.0.42,27609,10.42.0.1,53,17,28-08-2017 10:07,182060,1,1,48,246,48,48,48,0,246,246,246,0,1614.85,10.98538943,182060,0,182060,182060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5.49269,5.49269,48,246,114,114.3153533,13068,0,0,0,0,0,0,0,0,1,171,48,246,32,0,0,0,0,0,0,1,48,1,246,-1,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_SVPENG
2547232,172.217.3.104-10.42.0.211-443-57040-6,172.217.3.104,443,10.42.0.211,57040,6,11-07-2017 12:18,1936160,2,0,0,0,0,0,0,0,0,0,0,0,0,1.032970348,1936160,0,1936160,1936164,1936160,1936160,0,1936160,1936160,0,0,0,0,0,0,0,0,0,64,0,1.03297,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,479,-1,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_PLANKTON
2417880,172.217.11.1-10.42.0.42-443-42641-6,10.42.0.42,42641,172.217.11.1,443,6,28-06-2017 01:48,168003,8,7,537,4264,302,0,67.125,115.802,1418,0,609.143,719.364,28576.9,89.28411993,12000.2,17549.2,43075,18,168003,24000.4,20693.2,43075,1199,85341,14223.5,21528.4,43671,18,0,0,0,0,264,232,47.6182,41.6659,0,1418,300.062,541.0857565,292774,0,0,0,1,0,0,0,0,0,320.067,67.125,609.143,264,0,0,0,0,0,0,8,537,7,4264,65535,349,3,32,0,0,0,0,0,0,0,0,SMSMALWARE_BIIGE
223970,10.42.0.151-103.7.30.118-58063-80-6,10.42.0.151,58063,103.7.30.118,80,6,16-06-2017 11:05,30555600,4,4,615,147,615,0,153.75,307.5,147,0,36.75,73.5,24.9382,0.261818161,4365080,11303900,29998700,44,556878,185626,107949,249546,60991,30311100,10103700,17232200,30001000,44,0,0,0,0,136,136,0.130909,0.130909,0,615,84.6667,204.730921,41914.8,0,0,0,1,0,0,0,0,1,95.25,153.75,36.75,136,0,0,0,0,0,0,4,615,4,147,65535,7,1,32,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
2451775,163.177.93.222-10.42.0.151-80-51003-6,10.42.0.151,51003,163.177.93.222,80,6,30-06-2017 10:09,30411100,5,3,1110,0,1018,0,222,446.757,0,0,0,0,36.4998,0.263061436,4344450,11179600,29695400,31,30411100,7602790,14933700,30001500,31,411180,205590,290263,410837,343,0,0,0,0,168,104,0.164413,0.098648,0,1018,123.333,336.8768321,113486,0,0,0,1,0,0,0,0,0,138.75,222,0,168,0,0,0,0,0,0,5,1110,3,0,65535,33,2,32,0,0,0,0,0,0,0,0,SMSMALWARE_FAKENOTIFY
2067669,203.205.147.229-10.42.0.151-80-55212-6,203.205.147.229,80,10.42.0.151,55212,6,23-06-2017 10:43,1390,1,1,0,0,0,0,0,0,0,0,0,0,0,1438.848921,1390,0,1390,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,719.424,719.424,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,54,1386,0,32,0,0,0,0,0,0,0,0,SCAREWARE_AVFORANDROID
544404,220.243.219.55-10.42.0.211-80-44697-6,10.42.0.211,44697,220.243.219.55,80,6,05-08-2017 10:26,7330310,2,0,0,0,0,0,0,0,0,0,0,0,0,0.272839645,7330310,0,7330310,7330313,7330310,7330310,0,7330310,7330310,0,0,0,0,0,0,0,0,0,40,0,0.27284,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,6479,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
2059606,10.42.0.151-10.42.0.1-39015-53-17,10.42.0.151,39015,10.42.0.1,53,17,22-06-2017 05:45,825876,1,1,35,125,35,35,35,0,125,125,125,0,193.734,2.42167105,825876,0,825876,825876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,1.21084,1.21084,35,125,65,51.96152423,2700,0,0,0,0,0,0,0,0,1,97.5,35,125,32,0,0,0,0,0,0,1,35,1,125,-1,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_ANDROIDSPY
2075055,10.42.0.151-72.21.206.141-49777-443-6,10.42.0.151,49777,72.21.206.141,443,6,23-06-2017 12:58,1725840,3,0,0,0,0,0,0,0,0,0,0,0,0,1.738281952,862921,1170520,1690600,35238,1725840,862921,1170520,1690600,35238,0,0,0,0,0,0,0,0,0,60,0,1.73828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,1689,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_AVFORANDROID
204710,151.101.21.140-10.42.0.211-443-57479-6,151.101.21.140,443,10.42.0.211,57479,6,15-06-2017 07:30,48,2,0,31,0,31,0,15.5,21.9203,0,0,0,0,645833,41666.66667,48,0,48,48,48,48,0,48,48,0,0,0,0,0,1,0,0,0,64,0,41666.7,0,0,31,20.6667,17.89785834,320.333,0,1,0,0,1,0,0,0,0,31,15.5,0,64,0,0,0,0,0,0,2,31,0,0,59,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
1882220,216.58.219.195-10.42.0.151-80-36481-6,10.42.0.151,36481,216.58.219.195,80,6,28-08-2017 01:27,639033,5,5,1550,2733,775,0,310,424.485,911,0,546.6,498.975,6702.31,15.64864412,71003.7,110510,276907,112,636540,159135,295324,601543,112,561298,140324,157616,276907,3253,1,0,0,0,184,172,7.82432,7.82432,0,911,459.818,443.3821869,196588,0,1,0,0,1,0,0,0,1,505.8,310,546.6,184,0,0,0,0,0,0,5,1550,5,2733,1395,176,1,32,0,0,0,0,0,0,0,0,RANSOMWARE_SIMPLOCKER
1484354,10.42.0.42-54.192.38.212-57535-443-6,10.42.0.42,57535,54.192.38.212,443,6,21-06-2017 07:29,26,1,1,31,0,31,31,31,0,0,0,0,0,1192310,76923.07692,26,0,26,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,38461.5,38461.5,0,31,20.6667,17.89785834,320.333,0,1,0,0,1,0,0,0,1,31,31,0,32,0,0,0,0,0,0,1,31,1,0,122,122,0,32,0,0,0,0,0,0,0,0,BENIGN
2493032,10.42.0.42-47.88.68.22-52983-443-6,10.42.0.42,52983,47.88.68.22,443,6,13-07-2017 04:12,11277500,7,4,568,215,517,0,81.1429,193.132,146,0,53.75,69.5719,69.4301,0.975390888,1127750,3457570,10967600,648,11277500,1879590,4452470,10967600,648,186184,62061.3,52413.3,92496,1540,0,0,0,0,160,100,0.620703,0.354688,0,517,65.25,149.2028058,22261.5,0,0,0,1,0,0,0,0,0,71.1818,81.1429,53.75,160,0,0,0,0,0,0,7,568,4,215,65535,15544,2,20,309966,0,309966,309966,10967600,0,10967600,10967600,SMSMALWARE_NANDROBOX
2409020,172.217.12.206-10.42.0.42-443-42513-6,10.42.0.42,42513,172.217.12.206,443,6,28-06-2017 10:20,275231,19,23,888,17299,242,0,46.7368,83.9827,1418,0,752.13,678.443,66079,152.5990895,6712.95,13088.3,63538,6,198757,11042.1,15464.4,47817,6,238503,10841,19817.5,63538,6,0,0,0,0,616,744,69.0329,83.5662,0,1418,422.953,609.7148027,371752,0,0,0,1,0,0,0,0,1,433.024,46.7368,752.13,616,0,0,0,0,0,0,19,888,23,17299,65535,357,8,32,0,0,0,0,0,0,0,0,SMSMALWARE_BIIGE
1834364,10.42.0.151-10.42.0.1-30648-53-17,10.42.0.151,30648,10.42.0.1,53,17,29-08-2017 02:54,151530,1,1,48,246,48,48,48,0,246,246,246,0,1940.21,13.19870653,151530,0,151530,151530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,6.59935,6.59935,48,246,114,114.3153533,13068,0,0,0,0,0,0,0,0,1,171,48,246,40,0,0,0,0,0,0,1,48,1,246,-1,-1,0,40,0,0,0,0,0,0,0,0,RANSOMWARE_RANSOMBO
451541,180.149.138.210-10.42.0.211-80-36850-6,10.42.0.211,36850,180.149.138.210,80,6,04-08-2017 06:55,254001,1,1,0,0,0,0,0,0,0,0,0,0,0,7.873984748,254001,0,254001,254001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.93699,3.93699,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1552,125,0,20,0,0,0,0,0,0,0,0,BENIGN
2370243,10.42.0.211-50.17.250.36-59181-443-6,10.42.0.211,59181,50.17.250.36,443,6,27-06-2017 04:11,935667,2,0,0,0,0,0,0,0,0,0,0,0,0,2.137512598,935667,0,935667,935667,935667,935667,0,935667,935667,0,0,0,0,0,0,0,0,0,64,0,2.13751,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1595,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_VIRUSSHIELD
1763244,172.217.12.195-10.42.0.211-443-45736-6,10.42.0.211,45736,172.217.12.195,443,6,28-08-2017 11:23,2092490,94,151,3000,202497,731,0,31.9149,132.176,1418,0,1341.04,286.173,98206.7,117.0851625,8575.8,54065.5,717459,0,2092490,22499.9,88091.6,717459,11,2043070,13620.4,75628.7,760256,5,0,0,0,0,3016,4840,44.9225,72.1627,0,1418,835.354,681.8300352,464892,0,0,0,1,0,0,0,0,1,838.763,31.9149,1341.04,3016,0,0,0,0,0,0,94,3000,151,202497,65535,197,6,32,0,0,0,0,0,0,0,0,RANSOMWARE_LOCKERPIN
1876374,10.42.0.151-72.21.91.70-59323-443-6,10.42.0.151,59323,72.21.91.70,443,6,28-08-2017 10:48,14031400,12,9,327,5353,201,0,27.25,65.6203,1448,0,594.778,671.088,404.807,1.496644203,701570,3062240,13710600,5,14031400,1275580,4124520,13710600,8,279884,34985.5,69932.4,193450,5,0,0,0,0,392,296,0.855225,0.641419,0,1448,258.182,505.9887667,256025,0,0,0,1,0,0,0,0,0,270.476,27.25,594.778,392,0,0,0,0,0,0,12,327,9,5353,65535,285,2,32,320775,0,320775,320775,13710600,0,13710600,13710600,RANSOMWARE_SIMPLOCKER
1305440,175.100.207.233-10.42.0.211-443-53185-6,10.42.0.211,53185,175.100.207.233,443,6,19-06-2017 09:38,15401200,48,51,5291,36963,685,0,110.229,172.357,1460,0,724.765,625.486,2743.55,6.428070957,157155,555695,3875700,4,15401200,327685,781334,3875700,4,15142900,302858,836994,4129170,5,0,0,0,0,992,1032,3.11664,3.31143,0,1460,422.54,554.8371027,307844,0,0,0,1,0,0,0,0,1,426.808,110.229,724.765,992,0,0,0,0,0,0,48,5291,51,36963,65535,49,18,20,0,0,0,0,0,0,0,0,BENIGN
2414692,10.42.0.42-36.51.254.232-55957-443-6,10.42.0.42,55957,36.51.254.232,443,6,28-06-2017 12:14,26664500,18,23,1459,23973,497,0,81.0556,165.237,1460,0,1042.3,614.363,953.776,1.537622914,666613,3900600,24711700,3,1952820,114871,141082,318204,5,26418300,1200830,5254280,24715100,3,0,0,0,0,380,472,0.675054,0.862569,0,1460,605.524,671.249626,450576,0,0,0,1,0,0,0,0,1,620.293,81.0556,1042.3,380,0,0,0,0,0,0,18,1459,23,23973,65535,148,4,20,1952820,0,1952820,1952820,24711700,0,24711700,24711700,SMSMALWARE_BIIGE
2254792,203.130.53.126-10.42.0.42-80-59238-6,10.42.0.42,59238,203.130.53.126,80,6,29-06-2017 09:03,1995880,2,0,0,0,0,0,0,0,0,0,0,0,0,1.002066261,1995880,0,1995880,1995876,1995880,1995880,0,1995880,1995880,0,0,0,0,0,0,0,0,0,40,0,1.00207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,5612,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKEAV
538413,10.42.0.211-10.42.0.1-20044-53-17,10.42.0.211,20044,10.42.0.1,53,17,05-08-2017 07:24,1846,1,1,26,58,26,26,26,0,58,58,58,0,45503.8,1083.423619,1846,0,1846,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,541.712,541.712,26,58,36.6667,18.47520861,341.333,0,0,0,0,0,0,0,0,1,55,26,58,32,0,0,0,0,0,0,1,26,1,58,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
213180,10.42.0.211-108.174.10.10-36967-443-6,10.42.0.211,36967,108.174.10.10,443,6,15-06-2017 07:48,17870300,9,7,340,3112,214,0,37.7778,78.1245,1448,0,444.571,686.33,193.17,0.895339912,1191350,4573620,17723900,31,17870300,2233790,6258980,17723900,151,115383,19230.5,32717.6,80930,31,0,0,0,0,296,232,0.503629,0.391711,0,1448,203.059,472.3951564,223157,0,0,0,1,0,0,0,0,0,215.75,37.7778,444.571,296,0,0,0,0,0,0,9,340,7,3112,65535,16,2,32,146400,0,146400,146400,17723900,0,17723900,17723900,ADWARE_GOOLIGAN
212527,10.42.0.211-52.220.249.114-52859-80-6,10.42.0.211,52859,52.220.249.114,80,6,15-06-2017 07:16,253839,1,1,0,0,0,0,0,0,0,0,0,0,0,7.879009924,253839,0,253839,253839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.9395,3.9395,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1386,57,0,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
358962,10.42.0.151-119.146.74.48-50825-80-6,10.42.0.151,50825,119.146.74.48,80,6,14-06-2017 08:57,32712800,13,9,4615,5920,923,0,355,467.379,1340,0,657.778,671.003,322.045,0.672518906,1557750,3704220,16131000,16,16581800,1381820,1969190,6499310,105,32449000,4056130,6449000,16192300,16,0,0,0,0,316,204,0.397398,0.275121,0,1340,458.043,561.2549638,315007,0,0,0,1,0,0,0,0,0,478.864,355,657.778,316,0,0,0,0,0,0,13,4615,9,5920,65535,4496,5,20,5954730,0,5954730,5954730,6499310,0,6499310,6499310,ADWARE_SHUANET
964363,10.42.0.211-52.84.62.177-50607-443-6,10.42.0.211,50607,52.84.62.177,443,6,06-07-2017 04:18,12090300,31,56,1950,68064,953,0,62.9032,190.391,1448,0,1215.43,491.097,5790.92,7.195841697,140585,1114870,10348400,1,12090300,403011,1880830,10348400,2,11883200,216057,1446590,10739500,1,0,0,0,0,1012,1812,2.56404,4.63181,0,1448,795.614,690.6406893,476985,0,0,0,1,0,0,0,0,1,804.759,62.9032,1215.43,1012,0,0,0,0,0,0,31,1950,56,68064,65535,133,5,32,1442010,0,1442010,1442010,10348400,0,10348400,10348400,BENIGN
2480061,203.205.179.170-10.42.0.211-80-39143-6,10.42.0.211,39143,203.205.179.170,80,6,30-06-2017 04:30,18100500,4,2,0,0,0,0,0,0,0,0,0,0,0,0.33148197,3620110,6520480,15068400,11426,18100500,6033510,8018740,15142000,38219,15079900,15079900,0,15079900,15079900,0,0,0,0,148,80,0.220988,0.110494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,4,0,2,0,65535,14280,0,32,38219,0,38219,38219,15068400,0,15068400,15068400,SMSMALWARE_JIFAKE
2294463,10.42.0.42-64.71.142.95-49127-443-6,10.42.0.42,49127,64.71.142.95,443,6,29-06-2017 12:29,321,1,2,46,31,46,46,46,0,31,0,15.5,21.9203,239875,9345.794393,160.5,193.04,297,24,0,0,0,0,0,297,297,0,297,297,1,0,0,0,20,40,3115.26,6230.53,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,2,41,46,15.5,20,0,0,0,0,0,0,1,46,2,31,125,125,0,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKETAOBAO
2397915,140.205.61.87-10.42.0.151-443-38306-6,140.205.61.87,443,10.42.0.151,38306,6,28-06-2017 03:57,60332,1,1,0,0,0,0,0,0,0,0,0,0,0,33.14990387,60332,0,60332,60332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.575,16.575,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,15544,65535,0,20,0,0,0,0,0,0,0,0,SMSMALWARE_BIIGE
1713604,172.217.6.227-10.42.0.211-443-41661-6,172.217.6.227,443,10.42.0.211,41661,6,23-08-2017 01:17,2939,1,1,0,0,0,0,0,0,0,0,0,0,0,680.5035726,2939,0,2939,2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,340.252,340.252,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,175,1386,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_KOLER
2095036,10.42.0.151-10.42.0.1-45598-53-17,10.42.0.151,45598,10.42.0.1,53,17,26-06-2017 11:08,186005,1,1,32,74,32,32,32,0,74,74,74,0,569.877,10.75239913,186005,0,186005,186005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,5.3762,5.3762,32,74,46,24.24871131,588,0,0,0,0,0,0,0,0,1,69,32,74,32,0,0,0,0,0,0,1,32,1,74,-1,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_AVFORANDROID
1405575,10.42.0.42-104.192.110.245-51602-443-6,10.42.0.42,51602,104.192.110.245,443,6,20-06-2017 07:18,268,2,0,0,0,0,0,0,0,0,0,0,0,0,7462.686567,268,0,268,268,268,268,0,268,268,0,0,0,0,0,0,0,0,0,40,0,7462.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,4289,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
2075694,10.42.0.151-31.13.80.52-56549-80-6,10.42.0.151,56549,31.13.80.52,80,6,23-06-2017 01:17,74748,2,1,0,0,0,0,0,0,0,0,0,0,0,40.13485311,37374,44216.8,68640,6108,68640,68640,0,68640,68640,0,0,0,0,0,0,0,0,0,64,32,26.7566,13.3783,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,1,0,114,114,0,32,0,0,0,0,0,0,0,0,SCAREWARE_AVFORANDROID
353684,10.42.0.151-104.46.62.41-51252-443-6,10.42.0.151,51252,104.46.62.41,443,6,14-06-2017 07:45,27820300,11,6,1353,3963,917,0,123,277.408,1448,0,660.5,646.024,191.083,0.611064209,1738770,6675620,26770500,16,27820300,2782030,8429330,26770500,217,854128,170826,179430,423394,16,0,0,0,0,360,200,0.395394,0.21567,0,1448,295.333,489.3138052,239428,0,0,0,1,0,0,0,0,0,312.706,123,660.5,360,0,0,0,0,0,0,11,1353,6,3963,65535,510,3,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
2522333,172.217.6.195-10.42.0.42-443-51178-6,10.42.0.42,51178,172.217.6.195,443,6,17-07-2017 11:01,36998,2,1,0,0,0,0,0,0,0,0,0,0,0,81.08546408,18499,26154.5,36993,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,76,32,54.057,27.0285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76,0,0,0,0,0,0,2,0,1,0,1386,340,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_NANDROBOX
661092,172.217.10.72-10.42.0.211-443-47501-6,10.42.0.211,47501,172.217.10.72,443,6,07-08-2017 03:16,264951,7,6,1127,555,567,0,161,261.145,416,0,92.5,167.952,6348.34,49.06567629,22079.2,23051.1,77420,654,264951,44158.5,36588.6,86151,1234,193738,38747.6,32924.4,85143,654,0,0,0,0,232,200,26.42,22.6457,0,567,120.143,211.3916733,44686.4,0,0,0,1,0,0,0,0,0,129.385,161,92.5,232,0,0,0,0,0,0,7,1127,6,555,65535,175,3,32,0,0,0,0,0,0,0,0,BENIGN
1710262,192.229.173.136-10.42.0.211-443-37856-6,10.42.0.211,37856,192.229.173.136,443,6,23-08-2017 12:13,16314600,8,6,643,3714,517,0,80.375,181.849,1448,0,619,675.986,267.061,0.85812655,1254970,4477110,16155600,21,16314600,2330660,6096260,16155600,445,101236,20247.2,30591.7,70826,21,0,0,0,0,264,200,0.490358,0.367769,0,1448,290.467,507.187605,257239,0,0,0,1,0,0,0,0,0,311.214,80.375,619,264,0,0,0,0,0,0,8,643,6,3714,65535,285,2,32,159005,0,159005,159005,16155600,0,16155600,16155600,RANSOMWARE_KOLER
2435648,10.42.0.151-31.13.71.3-51881-443-6,10.42.0.151,51881,31.13.71.3,443,6,30-06-2017 11:10,297405,7,8,1078,338,537,0,154,246.664,137,0,42.25,60.1278,4761.18,50.43627377,21243.2,36015.4,113198,14,163904,27317.3,47227.9,120420,135,267153,38164.7,47409,113198,14,0,0,0,0,244,264,23.5369,26.8993,0,537,88.5,172.3063164,29689.5,0,0,0,1,0,0,0,0,1,94.4,154,42.25,244,0,0,0,0,0,0,7,1078,8,338,65535,122,3,32,0,0,0,0,0,0,0,0,SMSMALWARE_FAKEINST
2168492,10.42.0.211-10.42.0.1-38233-53-17,10.42.0.211,38233,10.42.0.1,53,17,27-06-2017 09:36,1768,1,1,32,48,32,32,32,0,48,48,48,0,45248.9,1131.221719,1768,0,1768,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,565.611,565.611,32,48,37.3333,9.237604307,85.3333,0,0,0,0,0,0,0,0,1,56,32,48,32,0,0,0,0,0,0,1,32,1,48,-1,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_FAKEAPP
1998173,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,26-06-2017 04:03,115567000,4,0,0,0,0,0,0,0,0,0,0,0,0,0.034611875,38522400,2247900,41070400,36819753,115567000,38522400,2247900,41070400,36819800,0,0,0,0,0,0,0,0,0,0,0,0.0346119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,0,0,0,0,38522400,2247900,41070400,36819800,SCAREWARE_ANDROIDDEFENDER
